gender,ethnicity,age,height,weight,hair_color,eye_color,country
0,2,27,1.51,108,1,5,0
0,1,32,1.68,109,2,4,0
1,2,39,1.73,58,4,0,0
0,1,61,1.54,95,6,6,0
1,2,66,1.94,97,0,1,0
1,2,27,1.9,72,0,6,0
1,0,44,1.5,84,5,4,0
0,1,49,1.89,78,1,0,0
0,2,24,1.58,58,2,3,0
0,0,26,1.8,56,0,5,0
1,1,29,2.04,109,0,2,0
1,1,65,1.91,53,5,5,0
1,2,51,1.75,109,4,3,0
1,0,36,1.5,74,3,6,0
1,1,34,1.45,87,4,2,0
0,2,54,1.75,73,6,3,0
1,1,28,1.81,100,2,6,0
0,2,51,1.82,108,0,0,0
1,1,55,1.69,75,5,6,0
1,0,46,1.58,58,5,0,0
1,2,58,1.61,61,2,6,0
0,1,51,1.59,70,0,0,0
1,1,55,1.69,87,1,5,0
0,2,30,1.68,72,4,2,0
1,0,54,1.85,79,3,0,0
0,1,39,1.79,94,1,4,0
0,0,62,1.53,65,0,2,0
1,2,61,2.05,85,3,5,0
1,2,73,1.83,85,4,6,0
1,0,68,1.93,110,3,2,0
0,2,33,2,64,6,3,0
0,2,41,1.69,101,0,6,0
0,1,59,1.71,106,3,6,0
1,1,57,1.73,104,3,3,0
1,2,68,1.46,95,5,2,0
1,0,29,1.99,81,5,3,0
0,2,71,1.72,80,4,2,0
1,1,72,1.85,94,1,0,0
0,0,41,1.76,68,4,4,0
1,0,31,1.85,50,5,3,0
1,2,45,1.71,59,5,3,0
1,0,59,1.6,110,4,4,0
1,1,48,1.99,67,1,3,0
1,0,41,1.49,76,0,5,0
0,1,26,1.48,98,2,0,0
1,1,73,1.86,104,6,3,0
1,1,58,1.61,80,2,4,0
1,2,72,1.46,98,4,2,0
1,1,64,1.54,93,0,3,0
1,2,20,1.5,84,5,0,0
1,2,56,1.98,101,1,1,0
1,2,52,1.74,90,5,6,0
0,1,68,1.71,67,3,5,0
0,0,47,1.46,79,1,4,0
0,2,42,1.86,104,6,6,0
0,1,29,1.91,89,2,6,0
1,2,72,1.8,110,0,0,0
0,1,35,1.71,55,2,6,0
1,2,33,1.81,87,1,0,0
1,2,21,1.74,52,4,0,0
1,0,43,1.58,87,6,2,0
1,1,68,1.84,98,3,5,0
1,0,43,1.76,65,6,2,0
1,2,30,1.97,88,0,5,0
1,2,71,1.7,110,4,6,0
0,2,28,2.02,69,4,4,0
0,0,51,1.9,55,3,5,0
1,0,59,1.62,88,6,0,0
1,2,41,1.97,91,3,5,0
0,1,57,1.62,87,5,2,0
1,0,41,1.93,68,6,5,0
1,2,46,1.92,91,2,1,0
1,0,30,1.94,73,3,4,0
0,1,25,1.92,50,2,0,0
1,2,63,1.73,57,6,0,0
1,1,73,1.81,60,0,3,0
1,1,20,2.01,68,6,4,0
0,0,28,1.5,66,2,3,0
1,0,28,1.76,91,0,5,0
1,1,37,1.75,110,6,1,0
1,2,60,1.68,72,1,4,0
0,2,28,1.46,82,6,0,0
1,1,59,1.62,80,0,3,0
1,0,65,1.75,91,5,0,0
1,0,62,1.86,98,6,0,0
1,2,23,1.87,77,2,2,0
0,2,61,1.98,67,6,5,0
1,1,67,1.91,82,1,4,0
0,0,64,1.52,52,6,0,0
1,2,36,2.05,65,4,1,0
0,2,61,1.46,59,1,3,0
0,1,58,1.51,70,1,1,0
1,2,57,1.58,76,2,3,0
1,1,40,1.72,59,4,4,0
0,2,40,1.7,87,4,1,0
1,2,69,1.7,83,2,2,0
0,2,30,1.56,92,1,3,0
0,1,47,2.02,93,6,0,0
0,0,27,2.03,50,0,5,0
1,0,45,2,69,6,1,0
0,2,45,1.94,85,6,0,0
0,2,49,1.78,90,4,4,0
0,2,39,2.05,72,3,2,0
1,1,25,1.8,99,2,5,0
1,2,37,1.97,95,1,3,0
1,2,43,1.84,60,4,0,0
1,2,31,1.87,82,4,1,0
1,1,41,1.94,99,0,6,0
0,1,19,1.55,89,6,2,0
0,1,31,1.7,110,6,2,0
1,0,22,1.96,101,3,0,0
1,1,70,1.88,82,1,3,0
0,0,24,1.88,57,4,2,0
0,0,37,1.94,77,0,0,0
1,2,36,1.67,50,5,5,0
1,2,19,1.47,59,4,6,0
0,2,64,1.89,77,2,6,0
1,0,28,1.98,55,0,4,0
1,0,45,1.69,106,5,3,0
0,2,35,2.02,99,3,3,0
0,1,30,1.59,56,5,0,0
1,0,46,2.02,91,3,6,0
0,1,53,1.55,52,6,1,0
1,0,65,1.53,53,2,5,0
1,2,44,1.46,94,2,3,0
0,2,56,1.85,99,2,2,0
1,2,56,1.79,79,6,0,0
0,0,33,1.63,76,0,0,0
0,1,54,1.58,86,1,4,0
0,0,31,1.62,69,1,1,0
0,1,61,1.45,110,1,0,0
0,2,52,1.91,95,2,2,0
0,2,23,1.71,105,6,3,0
0,2,24,1.56,66,0,2,0
0,2,67,1.9,50,2,1,0
1,0,50,1.98,86,6,5,0
0,0,20,2.01,70,5,3,0
0,1,46,2.05,78,2,0,0
1,0,19,1.64,71,4,6,0
1,2,59,1.99,95,1,6,0
0,0,32,1.53,93,2,2,0
1,1,61,1.85,97,6,6,0
0,0,40,1.97,96,3,5,0
1,2,30,1.48,71,5,0,0
1,2,46,1.98,85,3,6,0
1,1,52,1.55,56,6,6,0
1,1,24,1.56,95,6,0,0
0,1,30,1.8,99,0,5,0
1,2,43,1.87,101,1,6,0
1,1,34,1.59,79,0,2,0
1,0,46,1.66,103,2,3,0
1,0,36,2,61,5,2,0
1,2,45,1.51,91,0,0,0
1,2,33,1.66,51,4,1,0
1,1,70,1.91,84,6,0,0
1,1,59,1.91,72,4,2,0
1,2,44,1.57,85,0,2,0
0,0,48,1.88,106,0,4,0
1,0,62,1.84,73,5,4,0
0,0,35,2.02,108,5,5,0
1,0,70,1.67,56,5,6,0
1,2,43,1.8,94,2,3,0
1,1,56,1.57,93,5,1,0
0,0,31,1.76,91,0,6,0
0,1,61,1.96,74,0,0,0
1,2,59,1.45,67,3,6,0
1,1,23,1.87,63,0,1,0
1,0,58,1.46,103,5,0,0
0,2,46,1.6,71,4,0,0
1,2,74,1.53,110,6,3,0
1,1,70,1.78,92,2,5,0
1,0,36,1.6,83,6,2,0
0,0,46,1.59,95,0,0,0
1,0,49,1.85,75,2,6,0
0,1,23,1.67,79,1,4,0
1,0,55,2,50,4,6,0
1,2,33,1.92,73,4,3,0
0,2,36,1.99,92,2,4,0
0,2,20,1.83,97,6,5,0
1,1,35,1.58,75,0,5,0
1,0,30,1.51,51,3,0,0
0,0,42,1.97,63,0,3,0
1,0,44,1.89,72,2,4,0
0,0,21,1.68,70,3,6,0
0,0,43,1.75,52,5,0,0
1,2,26,1.81,73,0,2,0
1,2,60,1.69,85,0,5,0
0,1,67,1.9,90,5,0,0
1,0,52,1.8,66,4,0,0
0,2,44,1.79,63,6,2,0
0,0,53,2.03,108,4,1,0
1,0,39,2.02,79,2,0,0
0,1,71,1.48,78,0,4,0
1,2,50,1.94,78,4,2,0
0,2,57,2,64,3,3,0
1,0,54,2.04,56,1,5,0
1,0,31,1.88,99,6,4,0
1,2,74,1.97,106,3,0,0
1,2,59,1.49,81,3,0,0
1,2,68,1.85,52,3,2,0
0,1,27,2.02,54,2,3,0
0,0,37,1.73,110,5,4,0
0,0,19,1.95,50,6,5,0
0,1,63,1.84,76,5,5,0
1,1,62,1.86,68,3,6,0
0,1,49,1.94,62,2,6,0
1,0,60,1.62,87,4,1,0
0,1,32,1.55,57,2,1,0
1,0,35,2.05,66,0,3,0
0,1,72,1.88,50,3,3,0
0,0,22,1.57,93,1,0,0
1,1,33,1.97,58,5,0,0
1,2,53,1.67,73,2,1,0
1,2,46,1.86,66,1,3,0
0,2,33,2.02,102,4,1,0
1,0,31,1.75,102,3,5,0
0,0,32,1.64,50,5,1,0
0,1,44,1.76,92,0,4,0
1,0,24,1.52,84,5,2,0
1,1,42,1.69,72,4,5,0
0,1,58,1.59,74,3,0,0
1,0,49,1.9,89,6,0,0
0,0,30,1.46,100,2,5,0
0,1,26,1.49,86,3,1,0
1,0,59,1.8,99,6,2,0
1,0,46,1.94,53,1,5,0
1,0,49,1.83,57,1,6,0
0,1,49,1.86,65,5,2,0
0,0,68,1.51,85,1,6,0
1,1,73,1.54,67,3,6,0
1,0,57,1.87,51,6,5,0
1,1,24,1.52,90,4,0,0
1,1,22,1.78,82,3,0,0
0,2,73,1.86,97,5,3,0
1,0,68,1.67,91,3,3,0
0,0,71,1.91,60,2,3,0
0,2,31,1.45,54,1,4,0
0,2,20,1.63,108,4,0,0
0,1,35,1.95,79,6,6,0
1,0,47,1.88,73,5,4,0
1,0,66,1.64,81,1,5,0
0,1,59,1.98,71,2,6,0
0,2,61,1.58,97,6,4,0
1,0,73,1.83,64,3,4,0
0,2,43,1.77,106,1,0,0
1,0,25,1.5,107,2,6,0
0,2,52,1.49,102,6,0,0
0,2,25,1.91,99,6,1,0
0,1,52,2.05,59,4,5,0
1,1,34,1.48,82,6,5,0
0,2,20,1.58,87,6,6,0
1,0,22,1.88,98,1,2,0
0,0,28,1.84,85,3,3,0
1,0,24,1.54,79,3,6,0
1,2,61,1.91,94,2,2,0
0,0,36,1.51,103,2,0,0
0,2,36,1.63,70,2,3,0
1,1,62,1.95,51,5,5,0
0,2,49,2.01,61,0,2,0
1,0,36,1.53,81,6,4,0
1,0,54,1.78,85,1,6,0
0,1,21,1.8,82,0,5,0
1,0,46,1.74,51,3,4,0
0,1,36,1.55,93,4,3,0
0,2,60,1.73,73,0,6,0
0,2,51,1.81,96,2,5,0
0,0,54,2.03,52,4,2,0
0,1,57,1.49,80,5,5,0
0,1,28,1.53,57,2,3,0
0,0,20,1.89,81,5,2,0
0,1,67,1.7,64,4,6,0
1,0,35,1.54,104,1,6,0
0,1,25,2.05,109,0,2,0
0,0,52,1.65,81,1,1,0
0,1,51,2.03,78,4,2,0
0,1,30,2.03,101,0,4,0
1,1,38,2.02,60,6,3,0
1,0,71,1.6,85,0,4,0
1,2,71,1.54,73,3,4,0
1,0,62,1.73,71,6,6,0
0,1,32,1.57,58,3,6,0
1,0,52,1.84,67,3,5,0
0,2,32,1.72,101,3,6,0
1,1,61,2.01,85,3,0,0
0,2,67,1.77,78,1,1,0
1,0,45,1.51,80,2,2,0
0,2,21,1.67,106,4,1,0
0,0,42,1.47,100,5,4,0
0,0,70,1.71,95,5,2,0
1,0,56,1.59,101,0,6,0
0,2,35,1.83,63,5,1,0
0,1,70,1.92,101,2,2,0
0,2,65,1.75,104,0,4,0
1,0,57,1.91,74,0,1,0
0,1,73,1.55,93,6,2,0
0,0,62,1.9,85,1,5,0
1,1,70,1.71,85,1,4,0
0,0,72,1.96,86,2,3,0
0,2,74,1.71,68,1,0,0
1,1,57,1.6,103,2,5,0
1,2,47,1.47,63,5,0,0
1,2,73,1.84,56,5,2,0
1,2,37,1.89,108,1,3,0
0,0,68,1.89,101,6,0,0
1,1,31,1.92,74,2,4,0
1,1,51,1.9,83,1,3,0
1,0,63,2.03,71,0,0,0
0,2,62,1.59,54,2,0,0
1,0,67,1.47,65,3,5,0
1,2,20,1.51,52,6,0,0
0,2,56,1.58,64,6,4,0
1,2,55,1.77,109,1,5,0
1,2,45,1.89,104,1,6,0
1,0,61,1.52,67,4,5,0
1,0,48,1.66,103,3,5,0
1,1,26,1.78,66,5,5,0
0,0,24,1.98,70,6,1,0
0,2,74,1.76,93,3,1,0
1,2,55,2,79,6,6,0
0,1,66,1.87,80,1,3,0
1,0,66,1.55,90,1,6,0
0,1,69,1.71,96,1,2,0
0,1,58,1.66,71,3,5,0
1,2,64,1.66,98,5,2,0
0,0,35,1.89,101,6,3,0
0,1,36,1.98,73,1,1,0
1,0,33,1.5,92,6,1,0
1,1,62,1.63,106,6,5,0
0,2,62,1.97,110,0,4,0
1,1,62,1.47,89,2,4,0
1,2,74,1.66,57,1,2,0
0,0,68,1.88,96,2,4,0
1,1,25,1.98,74,4,0,0
0,2,58,1.56,93,1,2,0
1,2,38,1.63,64,6,0,0
1,2,61,1.67,82,1,6,0
1,0,35,1.93,96,6,0,0
1,2,31,1.83,87,4,0,0
0,1,55,1.7,54,0,2,0
0,1,49,1.82,69,1,0,0
0,1,73,1.61,52,0,5,0
1,2,58,2.01,64,0,6,0
0,2,57,1.75,65,4,3,0
1,0,71,1.75,71,1,6,0
1,2,59,1.97,93,6,3,0
0,2,22,1.52,58,4,2,0
0,1,32,1.92,110,1,0,0
0,0,47,1.64,109,6,0,0
0,1,34,2.01,63,2,1,0
0,1,42,1.5,62,5,0,0
1,1,57,1.91,76,3,4,0
1,1,44,1.46,69,4,3,0
1,2,73,1.97,58,1,3,0
1,2,24,1.84,54,4,0,0
1,0,41,1.89,68,4,0,0
1,1,57,1.77,80,0,0,0
0,1,20,1.74,73,6,2,0
0,0,33,1.78,109,4,6,0
1,1,42,1.62,74,1,0,0
1,0,37,1.76,62,0,5,0
1,0,26,1.8,104,1,4,0
1,2,24,2,73,6,1,0
0,2,21,1.85,54,5,5,0
0,2,43,1.81,89,0,5,0
0,2,67,1.98,84,0,5,0
0,2,36,1.99,51,2,6,0
0,2,24,1.91,101,0,1,0
0,1,66,1.62,81,2,6,0
1,1,44,1.46,77,1,5,0
0,1,20,1.54,59,5,5,0
1,1,25,1.56,61,4,6,0
0,2,38,1.74,60,0,3,0
1,2,40,1.88,106,1,0,0
1,0,53,1.88,50,6,2,0
1,2,32,1.61,80,2,4,0
0,0,23,1.85,50,2,1,0
0,1,40,1.59,73,6,1,0
0,2,29,1.74,96,0,6,0
1,0,30,1.87,98,1,2,0
0,0,41,1.91,89,6,1,0
1,0,35,1.51,57,0,4,0
1,1,35,2,77,3,4,0
0,2,64,1.61,70,2,3,0
0,0,21,1.89,99,2,0,0
0,2,40,1.83,85,1,2,0
0,0,62,2.05,60,0,1,0
0,0,38,1.85,59,3,6,0
0,0,33,1.56,70,0,6,0
1,2,58,1.89,74,2,0,0
1,0,61,1.73,62,5,5,0
1,2,33,1.54,91,1,1,0
0,1,62,1.58,78,1,3,0
1,0,32,1.9,57,5,0,0
1,1,59,1.48,105,3,3,0
1,2,48,1.98,102,6,0,0
0,1,69,2.03,66,6,5,0
0,0,57,2.04,54,6,1,0
0,1,63,1.59,97,5,2,0
1,0,60,1.63,100,2,5,0
0,0,69,2,95,0,6,0
0,1,56,1.86,110,0,3,0
0,0,31,2,59,3,4,0
0,0,35,1.55,99,2,2,0
0,0,48,1.91,59,5,0,0
1,2,49,1.66,67,2,3,0
1,2,20,1.92,51,6,4,0
0,2,44,1.67,77,0,6,0
1,2,55,1.64,83,4,2,0
0,2,39,1.48,54,5,1,0
0,1,58,1.89,56,3,2,0
1,2,41,1.47,78,3,5,0
0,1,54,2.01,77,1,2,0
1,0,54,1.96,55,0,3,0
1,2,35,1.45,107,1,4,0
1,2,61,2.01,61,3,4,0
0,2,21,1.51,108,6,5,0
0,2,40,1.87,81,4,0,0
1,1,41,2.04,87,4,0,0
1,2,55,1.5,106,6,2,0
1,2,43,1.5,68,2,5,0
0,2,41,1.59,71,1,3,0
1,1,42,1.55,51,5,5,0
1,0,44,2.02,109,5,6,0
0,2,40,1.73,93,0,2,0
1,1,34,1.82,80,1,1,0
1,0,71,2.05,71,3,6,0
0,2,55,1.8,60,0,1,0
1,1,30,1.77,72,1,4,0
0,1,36,1.95,108,6,3,0
0,0,35,1.51,93,1,5,0
0,2,73,1.73,68,0,3,0
0,0,44,1.48,51,5,5,0
1,2,37,1.83,71,5,2,0
1,2,58,1.56,75,1,6,0
1,0,21,1.53,81,5,0,0
1,1,34,1.53,50,4,1,0
0,2,51,1.68,88,4,3,0
1,1,34,1.6,108,4,3,0
1,0,63,2.04,50,3,3,0
1,0,43,1.45,75,0,2,0
1,2,46,1.5,78,0,1,0
1,1,49,1.73,110,6,5,0
0,0,64,1.64,94,0,5,0
1,1,53,1.82,54,6,6,0
0,1,30,1.68,77,5,0,0
1,1,69,1.69,88,3,6,0
1,0,44,1.46,83,1,0,0
0,2,72,1.55,85,2,1,0
0,0,32,1.92,63,0,4,0
1,2,35,1.99,60,2,1,0
0,1,33,1.79,96,2,4,0
0,0,26,1.52,56,1,5,0
1,0,30,1.67,66,0,4,0
0,2,64,1.89,83,1,4,0
1,2,36,1.87,73,0,0,0
0,2,53,1.68,95,5,5,0
1,0,55,1.68,51,6,0,0
0,0,51,1.7,62,0,4,0
0,0,63,1.99,65,2,0,0
0,1,29,1.94,78,4,0,0
0,0,22,1.72,110,5,3,0
1,2,20,1.81,92,3,5,0
0,1,66,1.52,64,4,6,0
1,2,51,1.88,51,4,2,0
0,2,45,2.05,77,1,5,0
0,2,59,1.8,82,4,5,0
1,2,39,1.77,53,6,0,0
0,2,47,1.54,54,1,6,0
0,2,65,1.78,53,6,3,0
1,1,56,1.99,71,4,3,0
1,2,55,1.94,67,2,6,0
1,0,24,1.49,102,5,4,0
1,0,69,1.53,58,3,0,0
1,0,62,1.92,87,3,0,0
0,1,37,1.97,87,3,1,0
1,0,47,1.63,85,1,1,0
0,2,48,1.7,77,6,5,0
0,1,62,1.65,100,0,0,0
1,0,30,1.77,79,0,4,0
1,0,60,1.45,68,6,1,0
1,0,54,1.91,81,0,0,0
1,0,68,1.87,81,2,1,0
0,0,24,1.49,78,1,2,0
1,2,21,1.91,66,2,6,0
1,0,48,2.05,75,2,5,0
1,1,35,1.99,101,2,3,0
0,1,58,1.86,57,1,4,0
