gender,ethnicity,age,height,weight,hair_color,eye_color,country
Male,Asian,69,1.7,107,Red,Violet,43
Male,White,48,2.01,85,Blond,Blue,7
Male,Asian,31,1.46,61,Red,Blue,12
Male,Black,65,1.79,51,Auburn,Violet,42
Female,Asian,61,1.49,59,Black,Violet,59
Female,Black,57,1.66,84,Auburn,Amber,56
Male,White,36,1.74,72,Gray,Amber,63
Male,Asian,29,1.96,97,Auburn,Amber,59
Male,Black,58,1.46,52,White,Hazel,9
Male,White,20,1.53,74,Red,Blue,28
Male,Asian,46,1.87,80,Gray,Green,27
Male,Black,70,1.76,61,Blond,Hazel,45
Male,White,19,2.03,66,Brown,Violet,25
Male,Asian,28,1.6,94,Red,Green,17
Female,Black,71,1.97,76,Auburn,Brown,58
Male,White,36,1.65,60,Brown,Gray,55
Female,Asian,24,1.94,68,Blond,Violet,64
Male,Black,59,1.57,67,Auburn,Blue,21
Female,Asian,45,1.53,56,Red,Violet,32
Female,White,28,1.83,63,Gray,Brown,39
Female,Black,52,1.77,86,Brown,Blue,25
Female,Asian,32,1.98,84,Gray,Gray,28
Female,White,56,1.52,59,White,Hazel,56
Male,Black,39,1.52,107,Red,Hazel,47
Female,White,67,1.93,99,Auburn,Gray,63
Female,White,70,1.81,66,Auburn,Hazel,25
Male,Asian,42,1.72,92,Gray,Blue,14
Female,White,61,1.54,79,White,Blue,59
Male,Black,63,1.46,56,Brown,Hazel,43
Female,Asian,23,2.03,92,Blond,Green,50
Female,Black,61,1.69,71,Red,Blue,67
Female,White,37,1.8,71,Brown,Hazel,65
Male,Black,38,1.51,104,Brown,Gray,14
Male,White,61,1.72,95,Gray,Gray,14
Male,Asian,28,1.93,93,Red,Green,68
Male,Asian,59,1.52,87,Brown,Blue,31
Male,Black,39,1.57,55,Red,Brown,50
Female,Black,33,1.81,103,Brown,Green,56
Male,Black,25,1.7,101,Black,Hazel,2
Female,Asian,22,1.73,84,White,Green,39
Female,White,28,1.63,109,Black,Blue,37
Female,White,22,1.64,102,White,Gray,52
Male,Asian,56,1.73,89,Black,Amber,53
Male,Black,42,1.87,76,Black,Amber,14
Female,Black,40,1.8,74,Red,Brown,5
Male,Asian,51,1.62,53,Gray,Green,69
Male,Asian,56,2.02,76,Blond,Brown,32
Male,White,53,1.53,101,Auburn,Brown,48
Female,White,73,1.76,72,White,Green,49
Male,White,55,1.93,62,Gray,Amber,45
Female,Black,50,1.58,82,Gray,Amber,51
Female,White,28,1.49,54,Black,Violet,59
Female,White,29,1.71,82,White,Amber,17
Female,Black,64,1.96,107,Blond,Violet,37
Female,White,19,1.9,90,Blond,Brown,65
Female,White,35,1.92,63,Brown,Gray,61
Female,Black,39,1.71,106,Red,Brown,12
Female,Black,44,1.88,93,Red,Amber,41
Female,White,58,1.45,70,Auburn,Brown,1
Female,White,19,1.77,59,Black,Violet,20
Male,Asian,49,2.05,88,Gray,Blue,8
Female,White,70,1.69,56,Auburn,Brown,25
Female,Asian,34,2.01,64,Red,Violet,67
Female,Asian,25,1.66,72,Red,Violet,3
Female,White,42,1.75,97,White,Amber,8
Male,Black,21,1.84,78,Black,Violet,29
Male,White,56,1.76,79,Brown,Blue,33
Female,Black,67,1.79,74,Brown,Brown,50
Male,White,28,1.66,75,Gray,Green,24
Female,White,56,1.49,62,White,Amber,52
Female,Black,26,1.95,70,Brown,Violet,63
Male,Asian,31,1.56,96,Brown,Brown,1
Male,Asian,62,1.56,55,Black,Gray,57
Female,White,41,1.46,56,White,Gray,68
Female,White,59,2.02,64,Auburn,Brown,37
Male,White,21,1.6,106,Black,Green,34
Female,Black,26,1.73,66,Red,Violet,18
Female,White,21,1.83,101,Black,Amber,55
Male,Asian,71,2.01,57,Auburn,Violet,45
Male,Black,70,1.55,76,Auburn,Hazel,13
Female,Asian,49,2.02,66,Black,Amber,46
Male,Black,46,1.6,61,Auburn,Amber,37
Female,Black,41,1.59,81,Black,Violet,69
Female,White,46,2.04,74,Black,Green,28
Male,Asian,61,1.48,68,White,Violet,23
Female,Asian,64,1.57,60,Auburn,Gray,10
Female,Black,21,1.56,62,Blond,Brown,63
Female,Black,24,1.5,52,Blond,Blue,20
Female,Asian,30,1.64,99,White,Green,27
Female,Black,23,1.91,109,Gray,Violet,63
Male,White,27,1.76,86,Auburn,Blue,21
Male,Asian,64,2,103,Gray,Blue,58
Female,Asian,69,2,109,Brown,Amber,14
Female,Asian,34,2.01,86,Blond,Amber,28
Female,White,26,1.67,78,Auburn,Amber,7
Female,Black,71,1.49,76,Blond,Hazel,33
Female,White,66,1.67,76,Auburn,Hazel,3
Female,White,32,1.64,59,White,Amber,44
Male,White,26,1.9,68,Brown,Amber,41
Male,White,62,1.95,70,Gray,Blue,68
Male,Asian,68,1.97,62,White,Hazel,30
Male,Asian,73,1.81,86,White,Hazel,45
Male,Asian,63,1.72,84,Blond,Amber,9
Male,Black,53,2.02,102,Red,Hazel,56
Female,White,63,1.72,93,Black,Brown,38
Female,Black,53,1.91,88,Brown,Gray,45
Male,Asian,35,1.83,64,Black,Gray,19
Male,White,49,1.97,99,Blond,Blue,11
Male,White,67,1.63,108,Auburn,Amber,31
Female,Black,59,1.62,108,Blond,Amber,61
Female,Asian,44,1.93,96,White,Green,18
Male,White,64,1.81,55,Gray,Violet,59
Male,White,46,1.47,85,White,Violet,48
Female,Asian,72,1.72,72,Gray,Gray,64
Male,Black,60,1.55,52,Brown,Hazel,18
Male,White,56,1.62,60,Blond,Gray,13
Female,White,45,1.54,72,White,Brown,68
Female,White,25,2.03,57,Gray,Amber,67
Male,Asian,39,2,58,Auburn,Brown,30
Female,White,41,1.99,56,Auburn,Green,52
Female,White,62,2,54,Black,Amber,43
Female,White,40,1.56,67,Blond,Blue,52
Male,Black,39,1.98,102,Black,Blue,55
Female,White,49,1.93,83,Blond,Brown,7
Male,Black,63,1.73,92,Auburn,Green,7
Male,Asian,36,1.75,88,Black,Blue,44
Female,White,37,1.76,50,Red,Green,35
Male,Asian,39,1.94,93,Auburn,Amber,14
Female,White,37,1.51,78,Auburn,Blue,25
Male,Black,29,1.85,78,White,Amber,54
Female,Black,58,1.7,90,White,Brown,38
Female,Asian,69,2.02,55,Brown,Amber,53
Female,White,32,1.66,51,Gray,Amber,9
Male,Black,19,1.77,102,Blond,Blue,68
Male,White,22,1.47,73,Blond,Brown,16
Female,White,45,1.75,72,Red,Hazel,5
Male,White,62,1.84,87,White,Gray,3
Female,Asian,63,1.87,77,Auburn,Blue,35
Male,Black,25,1.72,70,Gray,Green,6
Female,Black,56,1.61,95,Black,Blue,17
Male,Black,36,1.66,82,Gray,Hazel,65
Male,Asian,39,1.57,64,Red,Amber,35
Male,White,39,2.05,89,Brown,Brown,3
Female,Black,74,1.64,88,Black,Blue,22
Female,Asian,34,1.95,103,Red,Amber,12
Male,Asian,49,1.54,56,Blond,Blue,24
Male,Asian,45,1.88,84,Black,Gray,69
Male,Asian,32,1.64,75,Black,Violet,44
Male,Black,68,1.87,98,Blond,Violet,48
Female,White,57,1.45,94,Auburn,Green,65
Female,White,71,1.9,95,Brown,Gray,57
Male,White,25,1.67,96,Blond,Green,49
Female,White,63,2,107,Gray,Amber,21
Female,Black,53,1.65,101,Red,Amber,34
Male,Black,54,1.69,56,Gray,Hazel,61
Male,Asian,28,1.52,50,White,Blue,41
Male,Asian,31,1.79,56,Black,Brown,35
Female,White,31,1.95,75,Blond,Amber,39
Male,Asian,39,1.52,105,Black,Amber,36
Female,Black,35,1.54,109,White,Violet,17
Female,Asian,63,1.84,102,Black,Brown,59
Male,Asian,33,1.62,84,Brown,Amber,23
Male,Black,59,1.83,53,Auburn,Hazel,18
Male,White,64,1.65,93,Gray,Amber,10
Male,Asian,67,1.98,99,Black,Blue,42
Male,Asian,67,1.97,99,Gray,Blue,43
Male,White,46,1.78,62,Gray,Blue,66
Male,White,25,1.95,108,Gray,Violet,7
Female,Black,69,1.67,78,Red,Blue,68
Female,Black,72,1.62,104,Gray,Violet,24
Female,White,72,1.59,64,Black,Hazel,30
Male,Black,27,1.56,52,Auburn,Brown,68
Female,Black,43,1.45,84,Gray,Hazel,17
Female,Black,47,1.57,78,Blond,Blue,69
Male,Black,73,1.88,94,Gray,Hazel,59
Male,White,59,1.54,54,Blond,Brown,54
Male,White,59,1.89,91,Black,Brown,53
Male,Black,19,1.66,67,Brown,Brown,8
Female,Asian,60,1.63,50,Gray,Green,5
Male,White,56,1.8,109,Brown,Amber,63
Female,Asian,27,1.5,103,Blond,Blue,49
Male,White,56,1.93,90,Auburn,Hazel,15
Male,Asian,63,1.92,94,White,Hazel,8
Female,White,63,1.74,110,Gray,Violet,52
Male,Black,38,1.51,54,Brown,Blue,55
Female,White,44,1.58,50,White,Brown,9
Female,White,19,1.74,67,Red,Brown,32
Female,White,50,1.56,80,Auburn,Brown,12
Female,Black,30,1.46,52,Brown,Brown,44
Female,White,60,2.04,107,Red,Violet,51
Male,Asian,35,1.6,83,Red,Violet,55
Female,White,33,1.6,94,Blond,Green,41
Male,White,68,1.8,77,Blond,Violet,59
Female,Black,72,1.97,59,Auburn,Violet,10
Male,Asian,72,1.78,60,Gray,Brown,17
Female,Black,47,1.47,93,Gray,Brown,63
Female,Asian,49,1.52,109,Blond,Blue,4
Female,Black,30,1.46,103,Brown,Green,4
Female,Asian,45,1.86,58,Black,Amber,12
Female,Black,33,1.58,57,Brown,Hazel,23
Male,Asian,51,1.83,109,Blond,Hazel,61
Male,Black,46,2.02,110,Auburn,Blue,60
Male,Asian,71,1.61,58,White,Hazel,69
